1766687271.7548041,1,0.3,1.23,clothing,0.1352,13.8,639.8
1766687271.7900033,2,0.3,0.9,clothing,0.1269,35.7,638.76
1766687271.8209498,3,0.3,0.88,glass_cosmetic_containers,0.1398,18.2,638.71
1766687271.8547733,4,0.3,1.02,glass_cosmetic_containers,0.1256,7.7,638.24
1766687271.8897526,5,0.3,0.83,glass_cosmetic_containers,0.1283,20.0,638.71
1766687271.9210405,6,0.3,0.83,glass_cosmetic_containers,0.1226,0.0,639.67
1766687271.9547281,7,0.3,0.82,glass_cosmetic_containers,0.1347,14.3,639.93
1766687271.988089,8,0.3,0.83,glass_cosmetic_containers,0.1288,15.4,640.61
1766687272.0212252,9,0.3,0.81,glass_cosmetic_containers,0.1192,15.4,640.33
1766687272.0540257,10,0.3,0.87,glass_cosmetic_containers,0.1395,7.7,640.07
1766687272.0875504,11,0.3,0.81,glass_cosmetic_containers,0.1235,15.4,643.24
1766687272.1218467,12,0.3,0.86,glass_cosmetic_containers,0.1365,20.0,642.7
1766687272.154027,13,0.3,0.84,glass_cosmetic_containers,0.1352,0.0,642.48
1766687272.1880906,14,0.3,0.8,glass_cosmetic_containers,0.1423,21.4,641.65
1766687272.2205176,15,0.3,0.8,clothing,0.1425,7.7,641.38
1766687272.254438,16,0.3,0.85,glass_cosmetic_containers,0.1337,21.4,640.13
1766687272.2873564,17,0.3,1.19,glass_cosmetic_containers,0.1257,8.3,647.71
1766687272.3209097,18,0.3,0.81,clothing,0.1414,15.4,647.48
1766687272.3534799,19,0.3,0.81,glass_cosmetic_containers,0.1241,15.4,646.68
1766687272.3884265,20,0.3,0.81,glass_cosmetic_containers,0.1393,7.1,646.41
1766687272.4213212,21,0.3,0.81,glass_cosmetic_containers,0.1351,8.3,645.15
1766687272.4534042,22,0.3,0.82,glass_cosmetic_containers,0.138,8.3,644.38
1766687272.4871192,23,0.3,0.8,glass_cosmetic_containers,0.136,7.7,644.35
1766687272.5196304,24,0.3,0.8,clothing,0.133,21.4,645.07
1766687272.5536625,25,0.3,0.8,glass_cosmetic_containers,0.1398,14.3,643.81
1766687272.5865295,26,0.3,0.85,glass_cosmetic_containers,0.1292,8.3,642.78
