timestamp,frame_id,fps,latency_ms,top1_class,confidence,cpu_usage_percent,memory_usage_mb
1766685621.9534638,37,14.4,65.22,office_paper,0.0536,84.6,1787.08
1766685622.020197,38,14.68,64.48,office_paper,0.0538,85.2,1787.08
1766685622.0869446,39,14.68,64.64,office_paper,0.0586,81.5,1787.08
1766685622.155266,40,14.68,66.17,office_paper,0.0547,85.7,1787.08
1766685622.2245226,41,14.68,66.86,office_paper,0.0551,85.7,1787.08
1766685622.293696,42,14.68,67.13,office_paper,0.057,82.1,1787.08
1766685622.3617578,43,14.68,66.02,office_paper,0.0545,81.5,1787.08
1766685622.4307892,44,14.68,66.91,office_paper,0.054,84.6,1787.08
1766685622.4985473,45,14.68,65.68,office_paper,0.0557,80.8,1787.08
1766685622.56745,46,14.68,66.87,office_paper,0.059,85.7,1787.08
1766685622.638142,47,14.68,68.65,office_paper,0.0538,81.5,1787.08
1766685622.7055817,48,14.68,65.35,office_paper,0.053,85.2,1786.54
1766685622.7733662,49,14.68,65.5,office_paper,0.0568,82.1,1786.54
1766685622.8429732,50,14.68,67.56,office_paper,0.0547,87.5,1786.8
1766685622.9141548,51,14.68,69.09,office_paper,0.0518,82.8,1787.48
1766685622.9835224,52,14.68,66.66,office_paper,0.0514,80.8,1787.48
1766685623.0503356,53,14.57,64.87,office_paper,0.0555,85.2,1787.48
1766685623.118332,54,14.57,65.9,office_paper,0.0549,81.5,1787.48
1766685623.1869745,55,14.57,66.58,office_paper,0.056,85.2,1787.48
1766685623.2590299,56,14.57,70.0,office_paper,0.0528,82.1,1787.48
1766685623.3264964,57,14.57,65.44,office_paper,0.0564,84.6,1787.48
1766685623.3938887,58,14.57,65.16,office_paper,0.0553,81.5,1787.48
1766685623.461594,59,14.57,65.49,office_paper,0.0599,84.6,1787.48
1766685623.528027,60,14.57,64.3,office_paper,0.0524,85.2,1787.48
1766685623.593688,61,14.57,63.65,office_paper,0.0534,81.5,1787.48
1766685623.6602037,62,14.57,64.44,office_paper,0.056,84.6,1787.18
1766685623.7278624,63,14.57,65.58,office_paper,0.0562,82.1,1786.89
1766685623.8020327,64,14.57,71.6,office_paper,0.0524,86.2,1786.89
1766685623.8764875,65,14.57,71.73,office_paper,0.0557,82.8,1787.13
1766685623.9459975,66,14.57,67.52,office_paper,0.0522,84.6,1787.13
1766685624.0138137,67,14.57,65.7,office_paper,0.0536,81.5,1787.13
1766685624.0829918,68,14.56,67.11,office_paper,0.0603,82.1,1787.13
1766685624.1511989,69,14.56,66.04,office_paper,0.0542,85.2,1787.13
1766685624.2179942,70,14.56,64.73,office_paper,0.0601,81.5,1787.13
1766685624.2848723,71,14.56,64.83,office_paper,0.0507,85.2,1787.13
1766685624.3513637,72,14.56,64.45,office_paper,0.0595,84.0,1787.13
1766685624.4185138,73,14.56,65.09,office_paper,0.0555,82.1,1787.13
1766685624.486928,74,14.56,66.19,office_paper,0.0545,85.2,1787.12
1766685624.5613883,75,14.56,68.83,office_paper,0.0534,79.3,1787.12
1766685624.6297178,76,14.56,66.13,office_paper,0.0545,84.6,1787.12
1766685624.6978002,77,14.56,65.82,office_paper,0.0575,82.1,1787.04
1766685624.7653627,78,14.56,65.29,office_paper,0.0595,81.5,1787.04
1766685624.8376534,79,14.56,70.02,office_paper,0.0568,82.1,1787.04
1766685624.909292,80,14.56,68.97,office_paper,0.0555,82.1,1787.04
1766685624.9756088,81,14.56,64.38,office_paper,0.056,85.2,1787.04
1766685625.0412886,82,14.56,63.75,office_paper,0.0568,84.6,1787.04
1766685625.10708,83,14.6,63.53,office_paper,0.0568,80.8,1787.04
1766685625.1740956,84,14.6,64.95,office_paper,0.0528,87.5,1786.85
1766685625.243412,85,14.6,66.83,office_paper,0.0592,82.8,1787.04
1766685625.3125489,86,14.6,66.76,office_paper,0.0568,82.8,1787.04
1766685625.3794672,87,14.6,64.91,office_paper,0.0526,85.2,1787.04
1766685625.4467363,88,14.6,65.31,office_paper,0.0547,81.5,1787.04
1766685625.5151157,89,14.6,66.31,office_paper,0.0545,84.6,1787.04
1766685625.5851378,90,14.6,67.98,office_paper,0.0553,81.5,1787.04
1766685625.6524954,91,14.6,65.38,office_paper,0.0516,84.6,1787.04
1766685625.7199805,92,14.6,65.47,office_paper,0.0629,82.8,1786.39
1766685625.7969172,93,14.6,74.54,office_paper,0.0543,80.6,1786.39
1766685625.86374,94,14.6,64.64,office_paper,0.0564,85.2,1786.39
1766685625.9330137,95,14.6,66.97,office_paper,0.053,85.7,1786.39
1766685626.001126,96,14.6,65.18,office_paper,0.0538,81.5,1786.39
1766685626.0701604,97,14.6,66.23,office_paper,0.0534,82.1,1786.39
1766685626.1384566,98,14.58,66.0,office_paper,0.0568,84.6,1786.14
1766685626.2067568,99,14.58,66.18,office_paper,0.056,82.1,1786.14
1766685626.2768505,100,14.58,67.66,office_paper,0.0551,84.6,1786.14
1766685626.3463452,101,14.58,67.51,office_paper,0.0553,82.1,1786.14
1766685626.4179046,102,14.58,69.52,office_paper,0.052,85.7,1786.14
1766685626.484701,103,14.58,64.53,office_paper,0.0538,80.8,1786.14
1766685626.5504584,104,14.58,63.54,office_paper,0.0553,84.0,1786.14
1766685626.6195893,105,14.58,66.74,office_paper,0.0551,82.8,1786.14
1766685626.6859834,106,14.58,64.34,office_paper,0.0534,85.2,1786.14
1766685626.7561557,107,14.58,68.01,office_paper,0.0566,85.7,1786.08
1766685626.8308854,108,14.58,72.67,office_paper,0.0543,83.3,1786.08
1766685626.8997605,109,14.58,66.82,office_paper,0.054,81.5,1786.08
1766685626.9682837,110,14.58,65.16,office_paper,0.056,85.2,1786.08
1766685627.0400777,111,14.58,69.54,office_paper,0.052,83.3,1786.08
1766685627.10747,112,14.58,65.19,office_paper,0.0536,81.5,1786.08
1766685627.176122,113,14.46,66.48,office_paper,0.0549,85.7,1786.32
1766685627.242032,114,14.46,63.92,office_paper,0.0577,84.6,1786.32
1766685627.3082786,115,14.46,63.97,office_paper,0.0512,81.5,1786.32
1766685627.3744867,116,14.46,64.23,office_paper,0.0601,85.2,1786.32
1766685627.4404304,117,14.46,63.84,office_paper,0.0555,85.2,1786.32
1766685627.507596,118,14.46,65.09,office_paper,0.0542,82.1,1786.32
1766685627.5764847,119,14.46,66.35,office_paper,0.0551,85.2,1786.32
1766685627.6487298,120,14.46,70.33,office_paper,0.0534,83.3,1786.32
1766685627.7163093,121,14.46,65.62,office_paper,0.054,81.5,1786.02
1766685627.7830784,122,14.46,64.72,office_paper,0.0562,84.6,1786.01
1766685627.8512647,123,14.46,66.11,office_paper,0.0549,85.2,1786.01
1766685627.9204886,124,14.46,67.11,office_paper,0.0549,85.2,1786.01
1766685627.987581,125,14.46,65.1,office_paper,0.0564,81.5,1786.01
1766685628.0543313,126,14.46,64.71,office_paper,0.0572,84.6,1786.01
1766685628.1206567,127,14.46,64.16,office_paper,0.0536,81.5,1786.01
1766685628.1880972,128,14.81,65.39,office_paper,0.0542,84.6,1786.01
1766685628.254547,129,14.81,64.41,office_paper,0.0555,84.6,1786.01
1766685628.3214817,130,14.81,64.79,office_paper,0.0545,85.2,1786.01
1766685628.3896763,131,14.81,65.44,office_paper,0.0546,81.5,1785.77
1766685628.458764,132,14.81,66.41,office_paper,0.052,80.8,1785.77
1766685628.526481,133,14.81,65.4,office_paper,0.0524,84.6,1785.77
1766685628.594895,134,14.81,66.37,office_paper,0.0533,81.5,1785.77
1766685628.6628578,135,14.81,65.89,office_paper,0.0536,84.6,1785.77
1766685628.731008,136,14.81,66.09,office_paper,0.0581,80.8,1785.25
1766685628.8045504,137,14.81,71.48,office_paper,0.0541,86.7,1785.25
1766685628.8800714,138,14.81,73.46,office_paper,0.0579,82.8,1785.91
1766685628.9479127,139,14.81,65.78,office_paper,0.0555,85.7,1785.96
1766685629.0148473,140,14.81,64.78,office_paper,0.0568,85.2,1785.96
1766685629.081749,141,14.81,64.72,office_paper,0.0538,80.8,1785.96
1766685629.1510346,142,14.81,66.63,office_paper,0.0564,84.6,1785.96
1766685629.2194116,143,14.55,65.97,office_paper,0.0538,81.5,1785.96
1766685629.2881129,144,14.55,66.5,office_paper,0.0541,83.3,1785.96
1766685629.355195,145,14.55,65.08,office_paper,0.056,84.6,1785.96
1766685629.42284,146,14.55,65.38,office_paper,0.0547,81.5,1785.96
1766685629.4916122,147,14.55,66.71,office_paper,0.0543,84.6,1785.96
1766685629.561881,148,14.55,68.18,office_paper,0.054,82.1,1785.95
1766685629.6299138,149,14.55,65.76,office_paper,0.0538,84.6,1785.95
1766685629.6994176,150,14.55,66.8,office_paper,0.052,82.1,1785.48
1766685629.7659292,151,14.55,64.3,office_paper,0.0557,84.6,1785.48
1766685629.839091,152,14.55,70.56,office_paper,0.0538,83.9,1785.48
1766685629.9116945,153,14.55,70.21,office_paper,0.0538,83.9,1785.48
1766685629.9810612,154,14.55,67.32,office_paper,0.059,82.1,1785.48
1766685630.0491269,155,14.55,66.05,office_paper,0.0566,84.6,1785.48
1766685630.1168075,156,14.55,65.66,office_paper,0.0549,82.1,1785.48
1766685630.188509,157,14.55,69.66,office_paper,0.053,85.2,1785.48
1766685630.2561486,158,14.46,65.64,office_paper,0.0528,82.1,1785.48
1766685630.3233886,159,14.46,65.2,office_paper,0.054,85.2,1785.48
1766685630.3894863,160,14.46,64.09,office_paper,0.053,84.6,1785.48
1766685630.4554238,161,14.46,63.9,office_paper,0.0559,81.5,1785.48
1766685630.5213017,162,14.46,63.85,office_paper,0.0568,85.2,1785.48
1766685630.5875416,163,14.46,64.11,office_paper,0.0581,85.2,1785.48
1766685630.65449,164,14.46,64.87,office_paper,0.0557,81.5,1785.47
1766685630.7216957,165,14.46,64.51,office_paper,0.0625,85.2,1785.24
1766685630.7963254,166,14.46,71.91,office_paper,0.053,82.8,1785.24
1766685630.864343,167,14.46,65.84,office_paper,0.0557,85.2,1785.24
1766685630.9330528,168,14.46,66.7,office_paper,0.0532,85.2,1785.24
1766685631.0016406,169,14.46,66.59,office_paper,0.0577,82.1,1785.24
1766685631.0703633,170,14.46,66.69,office_paper,0.0536,85.2,1785.24
1766685631.1374388,171,14.46,64.66,office_paper,0.057,82.1,1785.24
1766685631.2048225,172,14.46,64.94,office_paper,0.0581,84.6,1785.24
1766685631.2715468,173,14.76,64.64,office_paper,0.0562,80.8,1785.24
1766685631.3381164,174,14.76,64.46,office_paper,0.0545,84.6,1785.24
1766685631.404108,175,14.76,63.82,office_paper,0.0534,84.6,1785.24
1766685631.470812,176,14.76,64.36,office_paper,0.054,85.2,1785.24
1766685631.5387487,177,14.76,65.13,office_paper,0.0532,82.8,1785.24
1766685631.6081746,178,14.76,67.2,office_paper,0.0559,85.2,1785.24
1766685631.6772406,179,14.76,66.85,office_paper,0.0549,82.1,1784.82
1766685631.7472365,180,14.76,67.77,office_paper,0.0581,85.2,1784.8
1766685631.8204935,181,14.76,70.99,office_paper,0.0553,83.3,1784.8
1766685631.8883743,182,14.76,65.62,office_paper,0.0543,81.5,1785.05
1766685631.9570248,183,14.76,66.63,office_paper,0.0545,85.2,1784.8
1766685632.0255966,184,14.76,66.57,office_paper,0.0528,81.5,1784.8
1766685632.0921018,185,14.76,64.48,office_paper,0.0534,85.7,1784.8
1766685632.1599956,186,14.76,65.89,office_paper,0.0526,85.2,1784.8
1766685632.227442,187,14.76,65.39,office_paper,0.0499,85.2,1784.8
1766685632.2966237,188,14.66,66.62,office_paper,0.0536,82.1,1784.8
1766685632.3633244,189,14.66,64.72,office_paper,0.0583,85.2,1784.8
1766685632.4307823,190,14.66,65.49,office_paper,0.0557,80.8,1784.8
1766685632.4977794,191,14.66,64.93,office_paper,0.0524,84.6,1784.8
1766685632.5647795,192,14.66,64.99,office_paper,0.0518,81.5,1784.8
1766685632.6316597,193,14.66,64.85,office_paper,0.0536,85.2,1784.8
1766685632.7024493,194,14.66,68.81,office_paper,0.0536,85.7,1784.52
1766685632.7715542,195,14.66,66.64,office_paper,0.0592,81.5,1784.52
1766685632.8423948,196,14.66,68.37,office_paper,0.0557,85.2,1784.52
1766685632.909459,197,14.66,65.08,office_paper,0.0536,85.2,1784.52
1766685632.975777,198,14.66,64.3,office_paper,0.056,82.1,1784.52
1766685633.0424378,199,14.66,64.61,office_paper,0.0553,84.6,1784.77
1766685633.1355228,200,14.66,91.03,office_paper,0.0514,81.8,1784.77
1766685633.2060473,201,14.66,68.5,office_paper,0.0549,78.6,1784.77
1766685633.2741382,202,14.66,66.05,office_paper,0.0542,84.6,1784.77
1766685633.345628,203,14.34,69.41,office_paper,0.053,83.3,1784.77
1766685633.4121442,204,14.34,64.45,office_paper,0.0553,84.6,1784.77
1766685633.4792476,205,14.34,64.78,office_paper,0.0585,81.5,1784.77
1766685633.5470521,206,14.34,65.68,office_paper,0.054,81.5,1784.77
1766685633.6137202,207,14.34,64.57,office_paper,0.0559,85.2,1784.77
1766685633.6814222,208,14.34,65.27,office_paper,0.0553,85.2,1784.27
1766685633.7522087,209,14.34,68.31,office_paper,0.0524,82.8,1784.27
1766685633.8259482,210,14.34,71.72,office_paper,0.057,83.3,1784.27
1766685633.8935127,211,14.34,65.51,office_paper,0.0547,84.6,1784.27
1766685633.9646902,212,14.34,69.17,office_paper,0.0574,82.8,1784.27
1766685634.0328574,213,14.34,66.14,office_paper,0.0562,84.6,1784.27
1766685634.1006489,214,14.34,65.8,office_paper,0.054,81.5,1784.27
1766685634.1682327,215,14.34,65.55,office_paper,0.0545,85.2,1784.27
1766685634.2338803,216,14.34,63.67,office_paper,0.0549,81.5,1784.27
1766685634.300345,217,14.34,64.39,office_paper,0.0594,84.6,1784.27
1766685634.3667948,218,14.62,64.36,office_paper,0.0581,84.0,1784.27
1766685634.434015,219,14.62,64.57,office_paper,0.0557,82.1,1784.27
1766685634.5012047,220,14.62,65.03,office_paper,0.0553,85.2,1784.27
1766685634.5729802,221,14.62,69.81,office_paper,0.0543,81.5,1784.27
1766685634.6405916,222,14.62,65.56,office_paper,0.0588,81.5,1783.87
1766685634.7089887,223,14.62,66.39,office_paper,0.0528,82.8,1783.39
1766685634.7792368,224,14.62,68.28,office_paper,0.0547,85.7,1783.39
1766685634.8476217,225,14.62,66.31,office_paper,0.0528,85.2,1783.39
1766685634.9179003,226,14.62,68.01,office_paper,0.0545,82.8,1783.9
1766685634.9853845,227,14.62,65.4,office_paper,0.0522,84.6,1783.86
1766685635.052668,228,14.62,65.21,office_paper,0.054,84.6,1783.86
1766685635.1195881,229,14.62,64.95,office_paper,0.0535,82.1,1783.86
1766685635.1879442,230,14.62,66.31,office_paper,0.0583,85.7,1783.86
1766685635.2570312,231,14.62,65.96,office_paper,0.059,81.5,1783.86
1766685635.3263702,232,14.62,66.76,office_paper,0.0594,84.6,1783.86
1766685635.3945055,233,14.62,65.94,office_paper,0.0564,81.5,1783.86
1766685635.4617836,234,14.62,65.06,office_paper,0.0559,82.1,1783.86
1766685635.5300887,235,14.62,66.24,office_paper,0.0568,84.6,1783.86
1766685635.5982213,236,14.62,66.08,office_paper,0.0545,81.5,1783.86
1766685635.6657927,237,14.62,65.34,office_paper,0.0566,84.6,1783.76
1766685635.7340825,238,14.62,66.02,office_paper,0.0536,82.1,1783.75
1766685635.808283,239,14.62,71.94,office_paper,0.0524,82.8,1783.75
1766685635.875634,240,14.62,64.59,office_paper,0.0508,85.2,1783.75
1766685635.9447699,241,14.62,67.07,office_paper,0.0562,82.8,1783.75
1766685636.0113883,242,14.62,64.44,office_paper,0.0547,84.6,1783.74
1766685636.081311,243,14.62,67.26,office_paper,0.0508,82.8,1783.74
1766685636.1493647,244,14.62,66.06,office_paper,0.054,82.1,1783.74
1766685636.2158346,245,14.62,64.49,office_paper,0.0505,84.6,1783.74
1766685636.2835608,246,14.62,65.7,office_paper,0.0557,81.5,1783.74
1766685636.3507755,247,14.62,65.19,office_paper,0.0564,84.6,1783.74
1766685636.4181652,248,14.64,65.26,office_paper,0.054,80.8,1783.74
1766685636.4888196,249,14.64,68.59,office_paper,0.0514,85.7,1783.74
1766685636.5552254,250,14.64,64.41,office_paper,0.0528,80.8,1783.74
1766685636.622837,251,14.64,65.54,office_paper,0.0534,84.6,1783.74
1766685636.6895132,252,14.64,64.4,office_paper,0.0577,81.5,1783.29
1766685636.757043,253,14.64,65.07,office_paper,0.0583,85.2,1783.28
1766685636.8366394,254,14.64,76.8,office_paper,0.052,84.4,1783.28
1766685636.9058654,255,14.64,66.5,office_paper,0.0504,81.5,1783.28
1766685636.9751155,256,14.64,66.73,office_paper,0.053,85.2,1783.28
1766685637.0445807,257,14.64,67.42,office_paper,0.0547,82.1,1783.28
1766685637.1167703,258,14.64,70.16,office_paper,0.0559,82.1,1783.28
1766685637.185696,259,14.64,66.88,office_paper,0.0583,82.1,1783.28
1766685637.2534075,260,14.64,65.57,office_paper,0.0547,80.8,1783.28
1766685637.3212004,261,14.64,65.66,office_paper,0.0489,85.2,1783.28
1766685637.3887,262,14.64,65.43,office_paper,0.0547,81.5,1783.04
1766685637.4569533,263,14.45,66.14,office_paper,0.0572,85.2,1783.04
1766685637.5271342,264,14.45,67.09,office_paper,0.0553,82.1,1783.04
1766685637.595934,265,14.45,66.81,office_paper,0.0545,82.8,1783.04
1766685637.6638012,266,14.45,65.89,office_paper,0.0518,85.7,1782.76
1766685637.735706,267,14.45,69.88,office_paper,0.0532,83.3,1782.09
1766685637.8142178,268,14.45,76.5,office_paper,0.056,84.4,1782.29
1766685637.8814452,269,14.45,65.21,office_paper,0.0538,80.8,1782.34
1766685637.950694,270,14.45,66.95,office_paper,0.0532,80.8,1782.34
1766685638.0179055,271,14.45,65.07,office_paper,0.0497,85.2,1782.34
1766685638.0857885,272,14.45,65.75,office_paper,0.0579,80.8,1782.34
1766685638.1562111,273,14.45,67.65,office_paper,0.0553,85.7,1782.34
1766685638.224989,274,14.45,66.73,office_paper,0.0555,82.8,1782.34
1766685638.2938035,275,14.45,66.78,office_paper,0.0549,81.5,1782.34
1766685638.3657117,276,14.45,69.88,office_paper,0.0574,86.2,1782.34
1766685638.434413,277,14.45,66.63,office_paper,0.0527,81.5,1782.34
1766685638.5015144,278,14.35,65.05,office_paper,0.0501,85.2,1782.34
1766685638.5698051,279,14.35,66.23,office_paper,0.0551,81.5,1782.34
1766685638.6370556,280,14.35,65.07,office_paper,0.0532,81.5,1782.34
1766685638.703329,281,14.35,63.98,office_paper,0.0559,84.0,1782.34
1766685638.7700245,282,14.35,64.61,office_paper,0.0535,85.2,1782.34
1766685638.8482988,283,14.35,75.98,office_paper,0.0549,83.9,1782.34
1766685638.9171987,284,14.35,66.43,office_paper,0.0566,82.1,1782.34
1766685638.9899917,285,14.35,70.8,office_paper,0.0522,82.1,1782.34
1766685639.0582538,286,14.35,66.0,office_paper,0.0542,84.0,1782.34
1766685639.1269422,287,14.35,66.42,office_paper,0.0551,81.5,1782.34
1766685639.195442,288,14.35,66.29,office_paper,0.0551,82.1,1782.34
1766685639.263413,289,14.35,65.79,office_paper,0.0528,85.2,1782.34
1766685639.3304586,290,14.35,65.02,office_paper,0.0526,81.5,1782.34
1766685639.396701,291,14.35,64.09,office_paper,0.0568,84.6,1782.34
1766685639.4660401,292,14.35,67.31,office_paper,0.0574,85.2,1782.59
1766685639.5341573,293,14.52,64.7,office_paper,0.0551,81.5,1782.59
1766685639.6038167,294,14.52,67.53,office_paper,0.0579,82.8,1782.59
1766685639.6717029,295,14.52,65.21,office_paper,0.0538,84.6,1782.39
1766685639.7410462,296,14.52,66.9,office_paper,0.0557,82.8,1782.24
1766685639.8140273,297,14.52,70.98,office_paper,0.0588,82.1,1782.24
1766685639.8829713,298,14.52,66.94,office_paper,0.0505,85.2,1782.24
1766685639.9530587,299,14.52,67.56,office_paper,0.0545,82.8,1782.24
1766685640.019331,300,14.52,64.22,office_paper,0.0524,84.6,1782.24
1766685640.0859966,301,14.52,64.6,office_paper,0.053,84.6,1782.24
1766685640.153196,302,14.52,64.93,office_paper,0.0549,81.5,1782.23
1766685640.2193174,303,14.52,64.04,office_paper,0.057,85.2,1782.23
1766685640.2861598,304,14.52,64.74,office_paper,0.0526,85.2,1781.99
1766685640.3561165,305,14.52,67.32,office_paper,0.0566,85.2,1781.99
1766685640.4246294,306,14.52,66.21,office_paper,0.0522,82.1,1781.99
1766685640.4940314,307,14.52,67.13,office_paper,0.0526,82.1,1781.99
1766685640.5622923,308,14.61,66.16,office_paper,0.0534,84.6,1781.99
1766685640.6301234,309,14.61,65.74,office_paper,0.0551,81.5,1781.99
1766685640.6980367,310,14.61,65.8,office_paper,0.0528,81.5,1781.5
1766685640.7679327,311,14.61,67.79,office_paper,0.0581,85.7,1781.5
1766685640.841373,312,14.61,71.39,office_paper,0.057,83.3,1781.5
1766685640.9093716,313,14.61,65.96,office_paper,0.0562,88.9,1781.5
1766685640.9752326,314,14.61,63.69,office_paper,0.0512,84.6,1781.5
1766685641.0414822,315,14.61,64.19,office_paper,0.0504,82.1,1781.5
1766685641.1119304,316,14.61,67.67,office_paper,0.0549,86.2,1781.5
1766685641.1861906,317,14.61,72.2,office_paper,0.0564,82.8,1781.5
1766685641.25814,318,14.61,69.82,office_paper,0.0568,85.7,1781.5
1766685641.3259473,319,14.61,65.78,office_paper,0.0564,84.6,1781.5
1766685641.3935854,320,14.61,65.56,office_paper,0.0543,81.5,1781.5
1766685641.4604135,321,14.61,64.74,office_paper,0.0574,85.2,1781.5
1766685641.529891,322,14.61,67.46,office_paper,0.0524,82.8,1781.5
1766685641.5964887,323,14.48,64.48,office_paper,0.0553,84.6,1781.5
1766685641.6619337,324,14.48,63.41,office_paper,0.0538,85.2,1781.42
1766685641.728101,325,14.48,64.09,office_paper,0.0528,85.2,1781.32
1766685641.8015416,326,14.48,70.95,office_paper,0.0568,82.8,1781.32
1766685641.8723874,327,14.48,68.38,office_paper,0.0564,82.1,1781.32
1766685641.9413762,328,14.48,66.98,office_paper,0.0549,85.7,1781.32
1766685642.009126,329,14.48,65.67,office_paper,0.0532,82.1,1781.32
1766685642.0771859,330,14.48,66.04,office_paper,0.0566,84.6,1781.32
1766685642.1481366,331,14.48,68.97,office_paper,0.0503,82.8,1781.32
1766685642.2148902,332,14.48,64.65,office_paper,0.0522,84.6,1781.32
1766685642.2815473,333,14.48,64.54,office_paper,0.0562,81.5,1781.32
1766685642.3492439,334,14.48,65.66,office_paper,0.0583,85.7,1781.32
1766685642.4157093,335,14.48,64.41,office_paper,0.057,81.5,1781.32
1766685642.4812632,336,14.48,63.46,office_paper,0.0595,84.6,1781.32
1766685642.5473619,337,14.48,64.09,office_paper,0.054,84.0,1781.32
1766685642.6149147,338,14.74,65.41,office_paper,0.0549,85.2,1781.32
1766685642.6812637,339,14.74,64.16,office_paper,0.0497,81.5,1781.07
1766685642.7524617,340,14.74,69.16,office_paper,0.056,85.7,1780.58
1766685642.8244057,341,14.74,69.88,office_paper,0.0568,83.3,1780.58
1766685642.8965228,342,14.74,70.05,office_paper,0.0568,86.7,1780.58
1766685642.9652982,343,14.74,66.52,office_paper,0.0601,81.5,1780.58
1766685643.032923,344,14.74,65.38,office_paper,0.0566,82.1,1780.58
1766685643.0996768,345,14.74,64.7,office_paper,0.0566,84.6,1780.58
1766685643.1688747,346,14.74,66.98,office_paper,0.0566,85.7,1780.58
1766685643.237275,347,14.74,66.22,office_paper,0.0553,81.5,1780.58
1766685643.3047018,348,14.74,64.5,office_paper,0.0574,85.2,1780.58
1766685643.3780203,349,14.74,70.81,office_paper,0.054,82.8,1780.58
1766685643.4458718,350,14.74,65.62,office_paper,0.0526,82.1,1780.58
1766685643.5144892,351,14.74,66.53,office_paper,0.0561,84.6,1780.58
1766685643.5822723,352,14.74,65.5,office_paper,0.0545,81.5,1780.58
1766685643.6503813,353,14.49,65.9,office_paper,0.0518,80.8,1780.58
1766685643.718305,354,14.49,65.59,office_paper,0.0536,84.6,1780.5
1766685643.7858706,355,14.49,65.27,office_paper,0.0501,81.5,1780.5
1766685643.8541312,356,14.49,66.13,office_paper,0.0557,84.6,1780.5
1766685643.924824,357,14.49,68.65,office_paper,0.0544,85.7,1780.5
1766685643.990857,358,14.49,63.76,office_paper,0.0557,80.0,1780.5
1766685644.0578918,359,14.49,64.78,office_paper,0.0538,84.6,1780.5
1766685644.124567,360,14.49,64.42,office_paper,0.0532,85.7,1780.5
1766685644.193176,361,14.49,66.47,office_paper,0.0555,82.1,1780.5
1766685644.261539,362,14.49,66.27,office_paper,0.0497,84.6,1780.5
1766685644.3379872,363,14.49,74.49,office_paper,0.0532,80.0,1780.5
1766685644.4059823,364,14.49,65.68,office_paper,0.0538,81.5,1780.5
1766685644.4760785,365,14.49,68.06,office_paper,0.0566,85.7,1780.5
1766685644.5435517,366,14.49,65.37,office_paper,0.0508,82.1,1780.5
1766685644.6104188,367,14.49,64.88,office_paper,0.054,84.6,1780.5
1766685644.681445,368,14.59,69.02,office_paper,0.053,82.1,1780.25
1766685644.7485344,369,14.59,65.03,office_paper,0.0485,85.2,1780.25
